,incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired
1460,Copper Fire,True,2019-11-01 07:25:07,2019-10-31 06:39:56,CAL FIRE San Diego ,,San Diego,"off of Border road and Canyon Road, Southeast of Chula Vista ",50,100,,,-116.83458300000001,32.564583,Wildfire,e471b23c-f00c-44bc-afc1-6ab02b0af4c3,https://www.fire.ca.gov/incidents/2019/10/31/copper-fire/,,,20191031,N,True,False
1461,Hillside Fire,True,2019-11-12 09:03:33,2019-10-31 06:53:47,San Bernardino County Fire Department/ San Bernardino Nation Forest Service,,San Bernardino,"off of W 59th and Hill Dr, in San Bernardino National Forest",200,100,,"San Bernardino County Fire Department , San Bernardino National Forest Service ",-117.285,34.183,Wildfire,dfc32e06-b88e-4d30-ae3d-22bc18792f5e,https://www.fire.ca.gov/incidents/2019/10/31/hillside-fire/,2019-11-05 09:03:00,2019-11-05,20191031,N,False,False
1462,Maria Fire ,True,2020-03-03 15:19:43,2019-10-31 20:58:28,Ventura County Fire Department ,,Ventura,"off of Bradley Road and Solano Verde Dr, Top of South Mt, Santa Paula",9999,100,,"Venture County Fire Department, Cooperating Agencies: Ventura County OES, Ventura County Animal Services, CHP, California Department of Corrections and Rehabilitation, Cal Resources Corporation, So Cal Gas, United Water, So Cal Edison, California Conservation Corps ",-118.997115,34.302212,Wildfire,31852a71-e639-496f-9e7d-0968d1c218b3,https://www.fire.ca.gov/incidents/2019/10/31/maria-fire/,2019-11-06 18:00:00,2019-11-06,20191031,N,True,False
1463,Sobrante Fire ,True,2019-11-05 08:56:21,2019-11-01 13:04:34,CAL FIRE Riverside County Fire Department ,,Riverside,"off of La Sierra Ave and Tin Mine Road,  East of Corona ",19,100,,CAL FIRE Riverside County Fire Department ,-117.46136299999999,33.849906,Wildfire,305f30f5-622d-4c55-8813-45ffbc15aed0,https://www.fire.ca.gov/incidents/2019/11/1/sobrante-fire/,2019-11-01 08:55:00,2019-11-01,20191101,N,True,False
1464,Ranch Fire,True,2019-11-18 08:28:54,2019-11-03 14:16:17,CAL FIRE Tehama-Glenn Unit,,Tehama,"Colyer Springs Rd and Raglin Ridge Rd, southwest of Red Bluff",2534,100,,"Cooperating Agencies: California Department of Corrections, Tehama County Sheriffs Department, Bureau of Land Management, Tehama County Fire Dept. El Camino Co. 9, Mendocino National Forest, CHP, California Office of Emergency Services, Tehama County Public Works",-122.637837,40.036379,Wildfire,69d98a94-4980-4dc0-b388-61c37c635f32,https://www.fire.ca.gov/incidents/2019/11/3/ranch-fire/,2019-11-14 18:02:00,2019-11-14,20191103,N,True,False
1465,Eagle Fire,True,2019-11-14 18:26:01,2019-11-05 06:52:14,CAL FIRE Sonoma-Lake-Napa Unit,,Lake,"Walker Ridge Road and Bartlett Springs Road, northeast of Clearlake",75,100,,,-122.496548,39.100408,Wildfire,600d608d-6279-435d-bc9b-99aacaa5e80f,https://www.fire.ca.gov/incidents/2019/11/5/eagle-fire/,2019-11-06 18:30:00,2019-11-06,20191105,N,True,False
1466,Foothills Fire,True,2019-11-25 20:31:36,2019-11-25 12:39:44,CAL FIRE Nevada-Yuba-Placer Unit,,Placer,"Foothills and McAnally Drive, northwest of Roseville",355,100,,,-121.325842,38.838992,Wildfire,77d64e4c-a50f-4f4d-a750-e6a6f0ddadc9,https://www.fire.ca.gov/incidents/2019/11/25/foothills-fire/,,,20191125,N,True,False
1467,Cashe Fire ,True,2019-12-03 16:35:20,2019-11-25 12:02:02,Yolo County Fire Protection District,,Yolo,"County Road 102 and County Road 17, North of Woodland",0,0,,,-121.72969099999999,38.734634,Wildfire,9c26f915-1b33-422d-b30a-9eb4da6fd729,https://www.fire.ca.gov/incidents/2019/11/25/cashe-fire/,,,20191125,N,False,False
1468,Cave Fire (No Longer a CAL FIRE Incident),True,2019-12-16 08:23:04,2019-11-25 19:59:12,Los Padres National Forest,,Santa Barbara,Highway 154 and E Camino Cielo near Painted Cave in the Los Padres National Forest,3126,100,,"Santa Barbara County Fire Department, CAL FIRE San Luis Obispo Unit",-119.785,34.5025,Wildfire,7555692b-f672-4660-8f15-d0dab068a193,https://www.fire.ca.gov/incidents/2019/11/25/cave-fire-no-longer-a-cal-fire-incident/,2019-12-14 08:22:00,2019-12-14,20191125,N,False,False
1469,Bear Fire ,True,2020-02-16 09:24:05,2020-02-15 17:48:27,CAL FIRE Humboldt-Del Norte Unit,,Humboldt,"Bear Creek Road and Anderson Ford Road, Northwest of Highway 36 at Dinsmore",15,100,,,-123.63784109999999,40.511092,Wildfire,94f20083-2412-4058-bc16-afa6b45c3935,https://www.fire.ca.gov/incidents/2020/2/15/bear-fire/,,,20200215,N,True,False
1470,Antelope Fire,True,2020-02-24 14:41:27,2020-02-17 15:04:08,USFS Tahoe National Forest,,Sierra,"Hwy 49 and Fillippini Road, Sierraville",102,100,,,-120.3291855,39.6923001,Wildfire,c9bb59f7-be32-4296-8c11-3f1233116827,https://www.fire.ca.gov/incidents/2020/2/17/antelope-fire/,2020-02-20 14:40:00,2020-02-20,20200217,N,False,False
1471,Beegum Fire,True,2020-02-24 14:32:24,2020-02-23 08:35:30,CAL FIRE Tehama-Glenn Unit,,Tehama,"Off of Highway 36 West and Tedoc Rd, West of Red Bluff",75,100,,,-122.84722222,40.33583333,Wildfire,f6e7a62d-4796-452d-8e41-66ed1aef6d63,https://www.fire.ca.gov/incidents/2020/2/23/beegum-fire/,2020-02-24 14:32:00,2020-02-24,20200223,N,True,False
1472,Wood Fire,True,2020-02-24 14:45:55,2020-02-23 17:50:20,Bureau of Land Management,,Lassen,"Off Horselake Road and Woodranch Road, East of Susanville",57,100,,Bureau of Land Management,-120.49391999999999,40.62155,Wildfire,edd2012d-0574-46a1-97d5-9ca42e7c5912,https://www.fire.ca.gov/incidents/2020/2/23/wood-fire/,2020-02-23 14:45:00,2020-02-23,20200223,N,False,False
1473,Baseball Fire,True,2020-03-09 11:22:07,2020-02-25 14:17:21,Mendocino National Forest,,"Glenn, Mendocino","Off Atchison Creek, East of Covelo",211,100,,Mendocino National Forest ,-122.94111111,39.75638899,Wildfire,ad9ab6b9-53ed-417c-a490-6b594974f110,https://www.fire.ca.gov/incidents/2020/2/25/baseball-fire/,2020-03-03 11:21:00,2020-03-03,20200225,N,False,False
1474,Grizzly Fire,True,2020-03-05 07:27:29,2020-03-02 14:08:05,CAL FIRE Tehama-Glenn Unit ,,Glenn,"Grizzly Flat Recreation Area, west of Orland",154,100,,,-122.38453200000001,39.774968,Wildfire,405d5f3f-66c9-4b69-8660-82780fa582b5,https://www.fire.ca.gov/incidents/2020/3/2/grizzly-fire/,2020-03-05 07:26:00,2020-03-05,20200302,N,True,False
1475,Mann Fire,True,2020-03-06 20:15:27,2020-03-03 11:13:50,CAL FIRE/ Riverside County Fire Department,,Riverside,"Santa Ana Riverbottom near California Ave and Grulla Ct,  South of Jurupa Valley ",180,100,,CAL FIRE/ Riverside County Fire Department,-117.51793,33.969570000000004,Wildfire,e1298aaa-1337-412e-ba09-7b29e87dad8b,https://www.fire.ca.gov/incidents/2020/3/3/mann-fire/,,,20200303,N,True,False
1476,Baker Fire,True,2020-03-18 10:48:19,2020-03-03 15:20:43,Tahoe National Forest,,Yuba,"Near Bullards Bar Reservoir, West of Camptonville ",0,0,,Tahoe National Forest ,-121.12381,39.45493,Wildfire,7411452c-1613-4e4f-afe6-865db0c476c4,https://www.fire.ca.gov/incidents/2020/3/3/baker-fire/,,,20200303,N,False,False
1477,South Main Fire,True,2020-03-09 11:20:45,2020-03-06 12:44:00,CAL FIRE / Riverside County Fire,,Riverside,"Off South Main Divide & Hacienda Rd, El Cariso",20,100,,,-117.40906000000001,33.65263,Wildfire,083f1638-4369-410f-9b57-d53cfaa938f7,https://www.fire.ca.gov/incidents/2020/3/6/south-main-fire/,,,20200306,N,True,False
1478,Carter Fire ,True,2020-04-20 13:51:38,2020-04-04 20:22:08,Imperial County Fire Departmant,,Imperial,"Off Austin Road  and Weaver Road, South of Brawley",275,100,,Imperial County Fire Departmant,-115.5865,32.93432,Wildfire,a87d4713-817a-47ac-9fa5-427c474cf9a5,https://www.fire.ca.gov/incidents/2020/4/4/carter-fire/,2020-04-12 13:51:00,2020-04-12,20200404,N,False,False
1479,Red Fire ,True,2020-04-26 09:53:40,2020-04-23 20:52:04,CAL FIRE Tehama-Glenn Unit,,Tehama,"Red Bank Road, Southwest of Red Bluff",26,100,,,-122.43905,40.09554,Wildfire,3eff88c0-89ee-4abe-8f6d-f74b90c42f30,https://www.fire.ca.gov/incidents/2020/4/23/red-fire/,2020-04-24 09:53:00,2020-04-24,20200423,N,True,False
1480,Bar Fire,True,2020-05-01 16:49:57,2020-04-25 14:59:00,CAL FIRE Shasta-Trinity Unit,,Trinity,Bar K Rd & Shady Creek Lane in Douglas City,55,100,,,-122.97693000000001,40.63442,Wildfire,4b1b0f5b-a4f9-4965-ad6a-029c9d89c68c,https://www.fire.ca.gov/incidents/2020/4/25/bar-fire/,,,20200425,N,True,False
1481,Byron Fire,True,2020-04-27 20:34:21,2020-04-27 14:59:04,Contra Costa Fire Protection District,,Contra Costa,"Byron Highway and Bruns Ave, southeast of Byron",47,100,,Contra Costa Fire Protection District,-121.595225,37.82066,Wildfire,18b88d88-2c76-41cb-9b07-5c9dda8f56d9,https://www.fire.ca.gov/incidents/2020/4/27/byron-fire/,2020-04-27 20:33:00,2020-04-27,20200427,N,False,False
1482,Interstate 5 Fire,True,2020-05-07 13:31:33,2020-05-03 15:52:04,Kings County Fire Department,,Kings,"Interstate 5 & Avenal Cutoff, south of Fresno County line",2060,100,,Kings County Fire Department,-120.106407,36.075003,Wildfire,2dac9fb4-1c2a-405a-93be-92ed7788a1d2,https://www.fire.ca.gov/incidents/2020/5/3/interstate-5-fire/,2020-05-03 13:31:00,2020-05-03,20200503,N,False,False
1483,Hollister Fire,True,2020-05-18 13:50:33,2020-05-07 08:10:19,Santa Barbara County Fire Department,,Santa Barbara,"Hollister Ranch, West of Goleta in Gaviota",156,100,Forward spread has stopped,Santa Barbara County Fire Department,-120.29378999999999,34.47438,Wildfire,d0dbf515-0e04-42d9-a46b-8ea21d18374a,https://www.fire.ca.gov/incidents/2020/5/7/hollister-fire/,2020-05-09 13:50:00,2020-05-09,20200507,N,False,False
1484,Candy Fire,True,2020-07-24 15:35:00,2020-05-08 14:46:20,CAL FIRE/Butte County Fire,,Butte,"Candy Cane Ln and Apache Hill Rd, west of Palermo",17,100,,CAL FIRE/Butte County Fire,-121.47273,39.42208,Wildfire,9a8425a9-f3ba-4afe-82d2-d9a9776959aa,https://www.fire.ca.gov/incidents/2020/5/8/candy-fire/,2020-05-08 15:21:00,2020-05-08,20200508,N,False,False
1485,Gilman Fire,True,2020-05-19 12:01:22,2020-05-18 13:38:14,CAL FIRE / Riverside County Fire ,,Riverside,"Gilman Springs Road and Slegers Street, Southeast of Moreno Valley",20,100,,CAL FIRE / Riverside County Fire ,-117.02411399999998,33.861053999999996,Wildfire,3788f0dd-0d61-4458-95a2-ebda03b815b2,https://www.fire.ca.gov/incidents/2020/5/18/gilman-fire/,2020-05-18 18:11:00,2020-05-18,20200518,N,True,False
1486,Acres Fire,True,2020-05-21 19:20:59,2020-05-21 11:30:00,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,Near Road 602 and Road 603,152,100,,,-119.982359,37.11715,Wildfire,0fa5653a-c3c8-4aad-84ce-8d1dd74f211b,https://www.fire.ca.gov/incidents/2020/5/21/acres-fire/,,,20200521,N,False,False
1487,Spanish Fire ,True,2020-05-23 14:42:38,2020-05-22 15:27:09,CAL FIRE Sonoma Lake Napa Unit ,,Napa,"Spanish Valley Trail and Stagecoach Canyon, Northwest of Lake Berryessa",20,100,,,-122.40363400000001,38.697834,Wildfire,adbbc326-9f9a-434d-b18b-67a44f3906e5,https://www.fire.ca.gov/incidents/2020/5/22/spanish-fire/,2020-05-23 14:00:00,2020-05-23,20200522,N,False,False
1488,Range Fire,True,2020-05-28 08:23:28,2020-05-27 19:33:55,Department of Defense,,San Luis Obispo,Range M22 Camp Roberts Military Reserve,5000,100,"The Range Fire started May 27, 2020 near Range M22 Camp Roberts Military Reserve, north of San Luis Obispo in San Luis Obispo County.",Department of Defense,-120.70523999999999,35.34237,Wildfire,53d70cde-ef0f-49c1-80a9-dc306a8cc043,https://www.fire.ca.gov/incidents/2020/5/27/range-fire/,2020-05-28 06:45:00,2020-05-28,20200527,N,False,False
1489,Harley Fire,True,2020-05-28 21:18:24,2020-05-28 17:08:59,CAL FIRE / Riverside County Fire ,,Riverside,"19000 Block of Gustin Road, East of Lake Mathews",60,100,,,-117.34933999999998,33.83167,Wildfire,57f40970-22b5-4d75-a8f2-2482a18f5bca,https://www.fire.ca.gov/incidents/2020/5/28/harley-fire/,2020-05-28 20:30:00,2020-05-28,20200528,N,True,False
1490,Creek Fire,True,2020-05-30 18:06:45,2020-05-30 17:48:59,CAL FIRE Santa Clara Unit,,Contra Costa,"Round Valley Regional Park,  southwest of  Brentwood in Contra Costa County",60,50,,,-86.8616,35.9994,Wildfire,0e1e69d4-cb59-4228-8c55-f18e6b5ad71c,https://www.fire.ca.gov/incidents/2020/5/30/creek-fire/,,,20200530,N,True,False
1491,Scorpion Fire,True,2020-06-01 18:06:04,2020-05-31 18:09:09,,,Santa Barbara,Scorpion Valley on Santa Cruz Island in Santa Barbara county,1395,100,,Channel Islands National Park,-119.74577,34.01389,Wildfire,7a979a96-aeab-4afd-b55f-532882f36a6b,https://www.fire.ca.gov/incidents/2020/5/31/scorpion-fire/,,,20200531,N,False,False
1492,Acres Fire,True,2020-06-01 17:30:29,2020-06-01 15:29:05,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Road 600 and Road 603,",237,100,,,-119.93221000000001,37.11806,Wildfire,8ad07f5d-c8eb-43c3-94d5-547ee9c0e5cd,https://www.fire.ca.gov/incidents/2020/6/1/acres-fire/,,,20200601,N,True,False
1493,Amoruso Fire,True,2020-06-01 16:44:41,2020-06-01 15:52:43,"Unified command: CAL FIRE, Placer County Fire Department and Placer County Sheriffs Office",,Placer,"Sunset Blvd West and Amoruso Way, southwest of Lincoln",650,100,,,-121.39086200000001,38.824371,Wildfire,a47ae21e-d488-4978-ade9-aeed0db63fa6,https://www.fire.ca.gov/incidents/2020/6/1/amoruso-fire/,,,20200601,N,True,False
1494,Nash Fire,True,2020-06-01 19:10:03,2020-06-01 17:41:59,CAL FIRE Mendocino Unit,,Mendocino,Nash Mill Rd and Big Meadow Rd,10,100,,,-123.48018,39.1296,Wildfire,0b723ec6-680d-464b-ba30-b444506ceb44,https://www.fire.ca.gov/incidents/2020/6/1/nash-fire/,,,20200601,N,False,False
1495,Horn Fire ,True,2020-06-02 18:33:56,2020-06-02 17:01:52,Northern California District - Susanville,,Lassen,"Horn Road and Mail Route Road, east of Ravendale in Lassen County. ",37,100,,,-120.288882,40.809323,Wildfire,0eca3343-e9f9-4d09-9fc3-95ab90b153ae,https://www.fire.ca.gov/incidents/2020/6/2/horn-fire/,2020-06-02 18:33:00,2020-06-02,20200602,N,False,False
1496,Smoketree Fire,True,2020-06-17 08:35:01,2020-06-02 19:38:16,City of Palm Springs City Fire/ California Desert District,,Riverside,East Murray Canyon Dr and S Toledo Ave,129,100,,,-116.524014,33.782532,Wildfire,94b147a7-68ac-4e60-ba42-81fce8facd30,https://www.fire.ca.gov/incidents/2020/6/2/smoketree-fire/,2020-06-07 08:34:00,2020-06-07,20200602,N,False,False
1497,Wildlife Fire,True,2020-06-10 09:27:21,2020-06-03 18:26:25,Suisun City Fire Department,,Solano,Kellogg St and Maple St,300,100,,,-122.042199,38.232281,Wildfire,2672d8d0-6523-40da-ae4e-6ae6d48e810a,https://www.fire.ca.gov/incidents/2020/6/3/wildlife-fire/,2020-06-04 09:26:00,2020-06-04,20200603,N,False,False
1498,Silver Fire,True,2020-06-04 17:37:30,2020-06-04 07:38:05,CAL FIRE Santa Clara Unit,,Santa Clara,"Dutch Flat Trail, East of San Jose",19,100,,,-121.726223,37.329163,Wildfire,0416a81f-0a17-4835-b05e-fe59a6e7379a,https://www.fire.ca.gov/incidents/2020/6/4/silver-fire/,,,20200604,N,False,False
1499,Brock Fire,True,2020-06-10 07:31:01,2020-06-04 16:36:17,U.S Forest Service - Shasta-Trinity National Forest,,Shasta,"Lake Shasta, West of Round Mountain",15,100,,,-122.09793300000001,40.837885,Wildfire,a5085c95-252d-4d1c-9e8a-6657a74b7ed5,https://www.fire.ca.gov/incidents/2020/6/4/brock-fire/,2020-06-04 07:30:00,2020-06-04,20200604,N,False,False
1500,Colleen Fire,True,2020-06-07 07:43:06,2020-06-04 19:36:47,Unified Command: CAL FIRE Santa Clara Unit and City of San Jose,,Santa Clara,"Colleen Dr, South San Jose",126,100,Evacuations in progress,City of San Jose,-121.851895,37.229703,Wildfire,3837f75a-208d-41d0-8d89-5719a11912ef,https://www.fire.ca.gov/incidents/2020/6/4/colleen-fire/,2020-06-07 07:42:00,2020-06-07,20200604,N,False,False
1501,Karchner Fire,True,2020-06-05 12:33:42,2020-06-05 09:04:00,CAL FIRE Nevada Yuba Placer Unit ,,Placer,"Karchner Road and Riosa Road, East of Wheatland",39,100,,,-121.340239,38.98487,Wildfire,57a6f6b7-eba1-4ed7-ba7b-6b078b06731d,https://www.fire.ca.gov/incidents/2020/6/5/karchner-fire/,2020-06-05 12:32:00,2020-06-05,20200605,N,True,False
1502,Lakeville Fire,True,2020-06-06 18:39:42,2020-06-05 16:56:55,CAL FIRE Sonoma Lake Napa Unit ,,Sonoma,"Lakeville Highway and Stage Gulch Road, Southeast of Petaluma",141,100,,,-122.54981599999999,38.224849,Wildfire,db5ad2e7-dc3d-41f2-91b4-4019857ee51e,https://www.fire.ca.gov/incidents/2020/6/5/lakeville-fire/,2020-06-06 18:37:00,2020-06-06,20200605,N,True,False
1503,McGary Fire ,True,2020-06-10 15:11:25,2020-06-05 17:09:00,Cordelia Fire Department,,Solano,"McGary Road and Highway 80, Southwest of Cordelia",79,100,,Cordelia Fire Department,-122.15631299999998,38.196892999999996,Wildfire,5698ae57-d61f-421b-8b75-623e9aa6debb,https://www.fire.ca.gov/incidents/2020/6/5/mcgary-fire/,2020-06-05 15:10:00,2020-06-05,20200605,N,False,False
1504,Gulch Fire,True,2020-06-08 18:33:16,2020-06-06 16:19:20,CAL FIRE Sonoma Lake Napa Unit ,,Sonoma,"Stage Gulch Road and  Lakeville Highway, North of Lakeville",107,100,,,-122.536406,38.216134000000004,Wildfire,e3e89516-4647-44bf-bd24-3293303f0776,https://www.fire.ca.gov/incidents/2020/6/6/gulch-fire/,2020-06-08 18:30:00,2020-06-08,20200606,N,True,False
1505,Quail Fire,True,2020-08-13 11:22:09,2020-06-06 16:36:26,CALFIRE Sonoma Lake Napa Unit ,,Solano,"Quail Canyon Road and Pleasants Valley Road, Southwest of Winters",1837,100,,"Cooperating Agencies: Vacaville City FD, Vacaville FPD, Montezuma FPD, Vallejo, Suisun City FD, Suisun FPD, Fairfield FP, Dixon FD, CDCR Vacaville, Cordelia FPD, Madison FPD, Winters FD Strike teams from: Contra Costa County, Marin County, San Francisco County",-122.03820800000001,38.470809,Wildfire,74b04a44-7cc1-4c8e-bd9e-9f3efa631df4,https://www.fire.ca.gov/incidents/2020/6/6/quail-fire/,2020-06-10 07:48:00,2020-06-10,20200606,N,True,False
1506,Willow Fire ,True,2020-06-07 07:55:42,2020-06-06 18:00:51,CALFIRE Santa Clara Unit ,,Contra Costa,"Willow Pass Court and Evora Road, Northeast of Concord",100,100,,,-122.00281100000001,37.994368,Wildfire,b5527f83-ebbe-4b09-a701-4b4fe6d37b45,https://www.fire.ca.gov/incidents/2020/6/6/willow-fire/,2020-06-07 07:52:00,2020-06-07,20200606,N,False,False
1507,Bitterwater Fire,True,2020-06-08 14:42:39,2020-06-07 14:43:51,CAL FIRE San Benito-Monterey,,Monterey,"off Bitterwater road, northeast of King City in Monterey County. ",211,100,,,-121.0781,36.2644,Wildfire,9247b89a-38f0-4e14-ac4a-59386cf867b4,https://www.fire.ca.gov/incidents/2020/6/7/bitterwater-fire/,,,20200607,N,True,False
1508,Hunters Fire,True,2020-06-10 07:03:48,2020-06-07 19:15:00,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa, Hunters Valley Road and Detwiler Road in Mariposa County. ,85,100,,,-120.21545400000001,37.61955,Wildfire,876b63ff-62a2-4584-8aa2-d99f027c0e9f,https://www.fire.ca.gov/incidents/2020/6/7/hunters-fire/,2020-06-10 07:03:00,2020-06-10,20200607,N,True,False
1509,Sperry Fire,True,2020-08-13 11:22:26,2020-06-08 13:55:53,CAL FIRE Santa Clara Unit ,,Stanislaus,"Diablo Grande Parkway and Del Puerto Canyon Road, West of Patterson",80,100,,,-121.16483000000001,37.463636,Wildfire,5a6e0c14-2906-4547-8024-e7b33071104b,https://www.fire.ca.gov/incidents/2020/6/8/sperry-fire/,2020-06-08 18:42:00,2020-06-08,20200608,N,True,False
1510,Grand Fire,True,2020-06-09 12:24:46,2020-06-08 15:45:17,CAL FIRE / Riverside County Fire ,,Riverside,"S Main Divide Road near DeCariso Road, West of Lake Elsinore ",27,100,,CAL FIRE / Riverside County Fire ,-117.37581000000002,33.638067,Wildfire,8a4b6636-55b6-4999-9de4-7b0cb22390a2,https://www.fire.ca.gov/incidents/2020/6/8/grand-fire/,2020-06-09 09:51:00,2020-06-09,20200608,N,True,False
1511,Bradley Fire ,True,2020-06-09 12:24:17,2020-06-08 16:16:07,CAL FIRE San Benito Monterey Unit ,,Monterey,"Sargents Canyon and Alvardo Road, North of Bradley",230,100,,,-120.81508999999998,35.94979,Wildfire,6b50bab1-7dcf-43c8-b4d1-afada595dd32,https://www.fire.ca.gov/incidents/2020/6/8/bradley-fire/,2020-06-09 12:24:00,2020-06-09,20200608,N,True,False
1512,Sierra Fire,True,2020-08-13 11:22:36,2020-06-08 17:46:04,Corona Fire Department,,Riverside, La Sierra Avenue and Cajalco Road,100,100,,Corona Fire Department,-117.46036000000001,33.82925,Wildfire,125e30fa-37fb-46ea-86ab-13058518aab6,https://www.fire.ca.gov/incidents/2020/6/8/sierra-fire/,2020-06-09 18:45:00,2020-06-09,20200608,N,False,False
1513,Oak Fire,True,2020-06-08 20:50:06,2020-06-08 20:50:06, CAL FIRE Riverside County Fire Department,,Riverside," 45000 Block of Castile Canyon Road, East of San Jacinto in Riverside County is 15 acres.",20,100,,,-116.89655,33.78275,Wildfire,fdd59b55-6aa2-442f-b788-e1291bb49cb1,https://www.fire.ca.gov/incidents/2020/6/8/oak-fire/,2020-06-08 20:46:00,2020-06-08,20200608,N,True,False
1514,Cronan Fire ,True,2020-06-10 18:11:53,2020-06-09 14:35:25,CAL FIRE Amador-El Dorado Unit,,El Dorado,"at Cronan Ranch off of Pedro Hill, near the community of Pilot Hill",29,100,,,-120.988571,38.827754999999996,Wildfire,d77e9eeb-a4ed-41b8-adff-9dd99aac5971,https://www.fire.ca.gov/incidents/2020/6/9/cronan-fire/,,,20200609,N,True,False
1515,Vineyard Fire ,True,2020-06-10 18:59:05,2020-06-09 15:22:55,CAL FIRE Mendocino Unit ,,Mendocino,"Highway 128 and Elkhorn Road, South of Yorkville",151,100,,"Cooperating Agencies: CAL FIRE, Anderson Valley Fire Department and Hopland Fire Protection District",-123.21318000000001,38.89695,Wildfire,dc1f8080-9c95-40e3-859b-71f6a080f05b,https://www.fire.ca.gov/incidents/2020/6/9/vineyard-fire/,2020-06-10 18:57:00,2020-06-10,20200609,N,True,False
1516,India Fire,True,2020-06-25 09:23:48,2020-06-09 21:51:40,Camp Pendleton,,San Diego,"Roblar Rd and Basilone Rd, Camp Pendleton Marine Corps Base",1100,100,,,-117.47166000000001,33.37579,Wildfire,21f49b4c-a5cd-4f17-90fd-b9f464b823c1,https://www.fire.ca.gov/incidents/2020/6/9/india-fire/,2020-06-12 09:23:00,2020-06-12,20200609,N,False,False
1517,Elizabeth Fire,True,2020-06-12 07:53:46,2020-06-10 13:11:26,Ventura County Fire Department,,Ventura,"Elizabeth and Foothill Rd, north of Ventura   ",289,100,Acreage change due to better mapping.,Ventura County Fire Department,-119.17808000000001,34.29475,Wildfire,c3c10b8f-a073-4ca6-bb7f-fdc57cf82b4c,https://www.fire.ca.gov/incidents/2020/6/10/elizabeth-fire/,2020-06-12 07:53:00,2020-06-12,20200610,N,False,False
1518,Soda Fire,True,2020-06-11 20:23:25,2020-06-10 14:52:42,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,"Hwy 58 and Soda Lake Rd, California Valley",1672,100,,,-120.00521,35.351459999999996,Wildfire,3e6e0977-3563-442d-8bf3-d87c97b49880,https://www.fire.ca.gov/incidents/2020/6/10/soda-fire/,2020-06-11 20:23:00,2020-06-11,20200610,N,True,False
1519,Lime Fire,True,2020-06-17 13:43:05,2020-06-10 18:30:38,"Unified Command: CAL FIRE, Ventura County Fire Department and Las Padres National Forrest",,Ventura,"Lime Canyon Rd and Piru Canyon Rd, west of Lake Piru     ",803,100,,Ventura County Fire Department,-118.77346999999999,34.46182,Wildfire,4561c1c7-f447-4450-9ea8-f9717ee19f8d,https://www.fire.ca.gov/incidents/2020/6/10/lime-fire/,2020-06-17 13:42:00,2020-06-17,20200610,N,True,False
1520,Skyline Fire,True,2020-06-14 18:48:11,2020-06-11 13:08:40,CAL FIRE San Diego Unit,,San Diego,Skyline Truck Trail,100,100,Forward spread stopped. Evacuations Lifted,"Cooperating Agencies: SDSO, U.S. Forest Service ",-116.7862,32.73044,Wildfire,36e3b13b-c2d3-44f5-ba9f-23c1e9f73878,https://www.fire.ca.gov/incidents/2020/6/11/skyline-fire/,2020-06-14 18:47:00,2020-06-14,20200611,N,True,False
1521,Border 7 Fire,True,2020-06-13 18:00:48,2020-06-11 16:57:46,CAL FIRE San Diego Unit,,San Diego,Marron Valley,90,100,,,-116.690712,32.580882,Wildfire,203115aa-8ef9-436c-9d18-32613f9fa286,https://www.fire.ca.gov/incidents/2020/6/11/border-7-fire/,2020-06-13 18:00:00,2020-06-13,20200611,N,True,False
1522,Watt Fire,True,2020-06-11 20:51:28,2020-06-11 18:25:12,CAL FIRE Nevada-Yuba-Placer Unit,,Placer,PFE Rd and Watt Ave,40,100,Acreage change due to better mapping.,,-121.378879,38.733421,Wildfire,e86309b6-2223-4448-a7a2-bb83d4bc8352,https://www.fire.ca.gov/incidents/2020/6/11/watt-fire/,2020-06-11 20:46:00,2020-06-11,20200611,N,True,False
1523,Grant Fire,True,2020-06-17 08:11:28,2020-06-12 12:41:17,CAL FIRE Amador-El Dorado Unit,,Sacramento,Grantline Road and Keifer Blvd,5042,100,,"Sac Metro, Folsom FD, Cosumnes FD, USFS, Rescue FD, El Dorado Hills FPD, Cameron Park FD, Wilton FD, Bureau of Indian Affairs, Sac Sheriff’s Office, CHP, Rancho Cordova Police, Folsom Police, PG&E, SMUD",-121.201927,38.520981,Wildfire,86e91f38-4e2e-406f-ad97-5a3b47a9ce76,https://www.fire.ca.gov/incidents/2020/6/12/grant-fire/,2020-06-17 08:11:00,2020-06-17,20200612,N,True,False
1524,Hog Fire,True,2020-07-10 08:31:59,2020-06-12 17:35:38,USFS Sierra National Forest,,Fresno,E Trimmer Springs Rd and Pine Flat Lake ,533,100,,,-119.36572,36.822759999999995,Wildfire,50adb8e9-d672-49fa-95d0-657879169302,https://www.fire.ca.gov/incidents/2020/6/12/hog-fire/,2020-07-08 08:31:00,2020-07-08,20200612,N,False,False
